"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"de Groot, A.C.; Frosch, P.J.","de Groot, Anton C.J. (7202864306); Frosch, Peter J. (7102520777)","7202864306; 7102520777","Adverse reactions to fragrances. A clinical review","1997","Contact Dermatitis","36","2","","57","86","0","268","10.1111/j.1600-0536.1997.tb00418.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031059814&doi=10.1111%2Fj.1600-0536.1997.tb00418.x&partnerID=40&md5=7cd35f703f283c12161f2979aa5f5bc3","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0031059814"
"Desmarchelier, C.; Repetto, M.; Coussio, J.; Llesuy, S.; Ciccia, G.","Desmarchelier, Cristian J. (8443366600); Repetto, Marisa Gabriela (7102465242); Coussio, Jörge Daniel (7004143928); Llesuy, Susana (7004519690); Ciccia, Graciela N. (8448441100)","8443366600; 7102465242; 7004143928; 7004519690; 8448441100","Total Reactive Antioxidant Potential (TRAP) and Total Antioxidant Reactivity (TAR) of medicinal plants used in southwest Amazonia (Bolivia and Peru)","1997","Pharmaceutical Biology","35","4","","288","296","0","18","10.1076/phbi.35.4.288.13303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21544474142&doi=10.1076%2Fphbi.35.4.288.13303&partnerID=40&md5=2a8ab642f939a13079356c898101dc5d","Article","Final","","Scopus","2-s2.0-21544474142"
"Villegas, L.; Fernández, I.; Maldonado, H.; Torres, R.; Zavaleta, A.; Vaisberg, A.J.; Hammond, G.B.","Villegas, León F. (7004861829); Fernández, Irma D. (7101615721); Maldonado, Holger J. (7005765148); Torres, Rosa (57196905923); Zavaleta, Alfonso (6701717393); Vaisberg, Abraham J. (6603751784); Hammond, Gerald Bruce (7202011666)","7004861829; 7101615721; 7005765148; 57196905923; 6701717393; 6603751784; 7202011666","Evaluation of the wound-healing activity of selected traditional medicinal plants from Peru","1997","Journal of Ethnopharmacology","55","3","","193","200","0","177","10.1016/S0378-8741(96)01500-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342602014&doi=10.1016%2FS0378-8741%2896%2901500-0&partnerID=40&md5=c3b356797d477b12e383f9b8747b3e22","Article","Final","","Scopus","2-s2.0-0342602014"
"Nakamura, T.; Okuyama, E.; Tsukada, A.; Yamazaki, M.; Satake, M.; Nishibe, S.; Deyama, T.; Moriya, A.; Maruno, M.; Nishimura, H.","Nakamura, Toshihiro (55496674800); Okuyama, Emi (7006155269); Tsukada, Atsushi (36751809000); Yamazaki, Mikio (7402384662); Satake, Motoyoshi (7202736515); Nishibe, Sansei (57190647375); Deyama, Takeshi (6601974804); Moriya, Akira (7005869267); Maruno, Masao (7006251205); Nishimura, Hiroaki (58597753500)","55496674800; 7006155269; 36751809000; 7402384662; 7202736515; 57190647375; 6601974804; 7005869267; 7006251205; 58597753500","Acteoside as the analgesic principle of Cedron (Lippia triphylla), a Peruvian medicinal plant","1997","Chemical and Pharmaceutical Bulletin","45","3","","499","504","0","78","10.1248/cpb.45.499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030945533&doi=10.1248%2Fcpb.45.499&partnerID=40&md5=0b1ebe36348e7f120cbd8781bbed1940","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0030945533"
"Frank, B.L.","Frank, Bryan L. (8655492800)","8655492800","Medical acupuncture enhances standard wilderness medical care: A case study from the Inca Trail, Machu Picchu, Peru, April 2, 1997","1997","Wilderness and Environmental Medicine","8","3","","161","163","0","6","10.1580/1080-6032(1997)008[0161:MAESWM]2.3.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030785523&doi=10.1580%2F1080-6032%281997%29008%5B0161%3AMAESWM%5D2.3.CO%3B2&partnerID=40&md5=98b219a014d74d4d7552c04781778088","Article","Final","","Scopus","2-s2.0-0030785523"
"Kawahara, N.; Nozawa, M.; Flores, D.; Bonilla, P.; Sekita, S.; Satake, M.; Kawai, K.-I.","Kawahara, Nobuo (26324345900); Nozawa, Masato (7102514023); Flores, Diana (59773889400); Bonilla, Pablo (7004225515); Sekita, Setsuko (7005926305); Satake, Motoyoshi (7202736515); Kawai, Kenichi (7402987139)","26324345900; 7102514023; 59773889400; 7004225515; 7005926305; 7202736515; 7402987139","Nitidasin, a novel sesterterpenoid, from the Peruvian folk medicine 'Hercampuri' (Gentianella nitida)","1997","Chemical and Pharmaceutical Bulletin","45","10","","1717","1719","0","37","10.1248/cpb.45.1717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030714178&doi=10.1248%2Fcpb.45.1717&partnerID=40&md5=50aea0d032588f2cd4acbe22d348120f","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0030714178"
"Hilepo, J.N.; Bellucci, A.G.; Mossey, R.T.","Hilepo, Jim N. (6506019007); Bellucci, Alessandro G. (7003345416); Mossey, Robert T. (6602981266)","6506019007; 7003345416; 6602981266","Acute renal failure caused by ‘cat’s claw’ herbal remedy in a patient with systemic lupus erythematosus","1997","Nephron","77","3","","361","","0","57","10.1159/000190304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030700713&doi=10.1159%2F000190304&partnerID=40&md5=0fa489130b3a818a4b14d749b49f5fb6","Letter","Final","","Scopus","2-s2.0-0030700713"
"de Corrès, L.F.; Díez, J.M.; Audícana, M.; García, M.; Muñoz, D.; Fernánadez, E.; Etxenagusía, M.","de Corrès, Luis Fernández (6602486352); Díez, Juan M. (16738593000); Audícana, María Teresa (35553826500); García, Milagros E. (7404277417); Muñoz, Daniel (7103163246); Fernánadez, E. (58431959000); Etxenagusía, Miguel A. (6603414982)","6602486352; 16738593000; 35553826500; 7404277417; 7103163246; 58431959000; 6603414982","Photodermatitis from plant derivatives in topical and oral medicaments","1996","Contact Dermatitis","35","3","","184","185","0","2","10.1111/j.1600-0536.1996.tb02347.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10344260220&doi=10.1111%2Fj.1600-0536.1996.tb02347.x&partnerID=40&md5=0a753f8db4910b13b5df1400282b4885","Article","Final","","Scopus","2-s2.0-10344260220"
"Mustalish, R.W.; Evans, B.; Tucker, C.; Klein, K.","Mustalish, Roger W. (56046962200); Evans, Barry M. (55770128200); Tucker, Charlene (57202490175); Klein, Kelley (55770395100)","56046962200; 55770128200; 57202490175; 55770395100","Development of a phytqhabitat index for medicinal plants in the Peruvian Amazon","1996","Acta Horticulturae","426","","","123","131","0","7","10.17660/actahortic.1996.426.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13544273782&doi=10.17660%2Factahortic.1996.426.13&partnerID=40&md5=35d452e46aee75679f3fffdef62a5710","Conference paper","Final","","Scopus","2-s2.0-13544273782"
"Senatore, F.","Senatore, Felice (7006142690)","7006142690","Composition of the essential oil of Chuquiraga spinosa (R. et P.) D. Don","1996","Flavour and Fragrance Journal","11","4","","215","217","0","8","10.1002/(SICI)1099-1026(199607)11:4<215::AID-FFJ574>3.0.CO;2-L","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029776394&doi=10.1002%2F%28SICI%291099-1026%28199607%2911%3A4%3C215%3A%3AAID-FFJ574%3E3.0.CO%3B2-L&partnerID=40&md5=d5197141100da5c3e2f96b286c5c1033","Article","Final","","Scopus","2-s2.0-0029776394"
"Conklin, B.A.","Conklin, Beth A. (7004395137)","7004395137","Reflections on Amazonian anthropologies of the body.","1996","Medical Anthropology Quarterly","10","3","","373","375","0","24","10.1525/maq.1996.10.3.02a00040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547393898&doi=10.1525%2Fmaq.1996.10.3.02a00040&partnerID=40&md5=5b70606de1393b804f8b94ce35ac86d0","Note","Final","","Scopus","2-s2.0-34547393898"
"Giove Nakazawa, R.A.","Giove Nakazawa, R. A. (6506172197)","6506172197","Traditional medicine in the treatment of enteroparasitosis; Medicina tradicional en el tratamiento de enteroparasitosis.","1996","Revista de Gastroenterologia del Peru","16","3","","197","202","0","28","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542772322&partnerID=40&md5=ffdda34bd9ff8124541664495acc5288","Article","Final","","Scopus","2-s2.0-1542772322"
"Bellegrandi, S.; D'Offizi, G.; Ansótegui, I.J.; Ferrara, R.; Scala, E.; Paganelli, R.","Bellegrandi, Stefania (6508145471); D'Offizi, Gianpiero (24346698500); Ansótegui, Ignacio Javier (6701538864); Ferrara, Rosetta (16179723200); Scala, Enrico (7005131572); Paganelli, Roberto (7006229863)","6508145471; 24346698500; 6701538864; 16179723200; 7005131572; 7006229863","Propolis allergy in an HIV-positive patient","1996","Journal of the American Academy of Dermatology","35","4","","644","","0","19","10.1016/S0190-9622(96)90702-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12544260774&doi=10.1016%2FS0190-9622%2896%2990702-1&partnerID=40&md5=747134802cd31cbd276b52f5faf0245e","Article","Final","","Scopus","2-s2.0-12544260774"
"Chege, N.; Sartoris, D.J.; Tyson, R.; Resnick, D.","Chege, Nancy (57199558458); Sartoris, David J. (7102706759); Tyson, Rose (59886403400); Resnick, Donald L. (36050137000)","57199558458; 7102706759; 59886403400; 36050137000","Imaging Evaluation of Skull Trepanation Using Radiography and CT","1996","International Journal of Osteoarchaeology","6","3","","249","258","0","18","10.1002/(sici)1099-1212(199606)6:3<249::aid-oa269>3.0.co;2-j","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039135115&doi=10.1002%2F%28sici%291099-1212%28199606%296%3A3%3C249%3A%3Aaid-oa269%3E3.0.co%3B2-j&partnerID=40&md5=19ecfe8d78a41c5ed9590acca0b03417","Article","Final","","Scopus","2-s2.0-0039135115"
"Begossi, A.","Begossi, Alpina (6701814599)","6701814599","Use of ecological methods in ethnobotany: Diversity indices","1996","Economic Botany","50","3","","280","289","0","216","10.1007/BF02907333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030468795&doi=10.1007%2FBF02907333&partnerID=40&md5=f1def50c028d1cddd2fd4865929798fb","Article","Final","","Scopus","2-s2.0-0030468795"
"Lognay, G.C.; Bouxin, P.; Marlier, M.; Haubruge, E.; Gaspar, C.; Rodríguez, A.","Lognay, Georges C. (7004056499); Bouxin, Pierre (6507077565); Marlier, Michel (7003733591); Haubruge, Éric (7003479168); Gaspar, Charles (7005776426); Rodríguez, Antonio Becerra (7403543606)","7004056499; 6507077565; 7003733591; 7003479168; 7005776426; 7403543606","Composition of the Essential Oil of Piper acutifolium Ruiz. and Pav. from Peru","1996","Journal of Essential Oil Research","8","6","","689","691","0","7","10.1080/10412905.1996.9701045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030291232&doi=10.1080%2F10412905.1996.9701045&partnerID=40&md5=1aac5fc6e21a3ae1ac144900304b653e","Article","Final","","Scopus","2-s2.0-0030291232"
"Jovel, E.M.; Cabanillas, J.; Towers, G.H.N.","Jovel, Eduardo M. (16744405800); Cabanillas, J. (55385472300); Towers, George Hugh Neil (7005453949)","16744405800; 55385472300; 7005453949","An ethnobotanical study of the traditional medicine of the Mestizo people of Suni Mirano, Loreto, Peru","1996","Journal of Ethnopharmacology","53","3","","149","156","0","62","10.1016/0378-8741(96)01437-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030248505&doi=10.1016%2F0378-8741%2896%2901437-7&partnerID=40&md5=21b7b25868a2405c9ff86ff6d283393d","Article","Final","","Scopus","2-s2.0-0030248505"
"Mccallum, C.","Mccallum, Cecilia Anne (8856292200)","8856292200","The body that knows: From cashinahua epistemology to a medical anthropology of lowland South America","1996","Medical Anthropology Quarterly","10","3","","347","372","0","99","10.1525/maq.1996.10.3.02a00030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030228052&doi=10.1525%2Fmaq.1996.10.3.02a00030&partnerID=40&md5=e06f7880dd78dc795939d19b31f017b8","Article","Final","","Scopus","2-s2.0-0030228052"
"del Castillo Cotillo, H.C.; de Simone, F.; de Feo, V.","del Castillo Cotillo, Helda C. (6506356383); de Simone, Francesco (56276297100); de Feo, Vincenzo D. (7003338710)","6506356383; 56276297100; 7003338710","Proaporphine alkaloids from Croton ruizianus Muell.-Arg. (Euphorbiaceae)","1996","Biochemical Systematics and Ecology","24","5","","463","464","0","5","10.1016/0305-1978(96)88875-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030186077&doi=10.1016%2F0305-1978%2896%2988875-2&partnerID=40&md5=b518d2133894133567a6fef040767bde","Article","Final","","Scopus","2-s2.0-0030186077"
"Vilà, R.; Milo, B.; Labbé, C.; Muñoz, O.; Soria, E.U.; Soria, R.U.","Vilà, Roser Urpinas (7005732627); Milo, Begoña (6602568621); Labbé, Cecilia (7006042423); Muñoz, Orlando M. (7101973479); Soria, Emma Urrunaga (57202997580); Soria, Rosa Urrunaga (7006241099)","7005732627; 6602568621; 7006042423; 7101973479; 57202997580; 7006241099","Chemical composition of two samples of essential oil of satureja boliviana (Benth.) Briq. from Peru and Bolivia","1996","Journal of Essential Oil Research","8","3","","307","309","0","9","10.1080/10412905.1996.9700621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030149681&doi=10.1080%2F10412905.1996.9700621&partnerID=40&md5=fc9e450a6abae221fb4e99f5d21ab848","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-0030149681"
"Guerra-Bedrinana, I.; Hammond, G.B.","Guerra-Bedrinana, I. (6507884414); Hammond, Gerald Bruce (7202011666)","6507884414; 7202011666","Constituents of the lichen Anaptychia leucomelaena","1996","Fitoterapia","67","3","","287","","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030055671&partnerID=40&md5=08b90ea77d00d4b131da0c2ac50e9131","Article","Final","","Scopus","2-s2.0-0030055671"
"Capasso, A.; Aquino, R.; de Simone, F.; Sorrentino, L.","Capasso, Anna Maria (57202774287); Aquino, Rita Patrizia (7006620872); de Simone, Francesco (56276297100); Sorrentino, Ludovico (7004783833)","57202774287; 7006620872; 56276297100; 7004783833","Neuropharmacological effects of extracts from Sickingia williamsii","1996","Journal of Pharmacy and Pharmacology","48","6","","592","595","0","10","10.1111/j.2042-7158.1996.tb05979.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030035356&doi=10.1111%2Fj.2042-7158.1996.tb05979.x&partnerID=40&md5=5dc9e0a0c4aa866a9501f6588a04047e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0030035356"
"Okuyama, E.; Okamoto, Y.; Yamazaki, M.; Satake, M.","Okuyama, Emi (7006155269); Okamoto, Yoshiko (36989261800); Yamazaki, Mikio (7402384662); Satake, Motoyoshi (7202736515)","7006155269; 36989261800; 7402384662; 7202736515","Pharmacologically active components of a Peruvian medicinal plant, Huanarpo (Jatropha cilliata)","1996","Chemical and Pharmaceutical Bulletin","44","2","","333","336","0","49","10.1248/cpb.44.333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029983706&doi=10.1248%2Fcpb.44.333&partnerID=40&md5=771a0c05cc023b59683029fbd7a66fcd","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0029983706"
"Desmarchelier, C.; Gurni, A.; Ciccia, G.; Giulietti, A.M.","Desmarchelier, Cristian J. (8443366600); Gurni, Alberto Ángel (6701733876); Ciccia, Graciela N. (8448441100); Giulietti, Ana María (57202239704)","8443366600; 6701733876; 8448441100; 57202239704","Ritual and medicinal plants of the Ese'ejas of the Amazonian rainforest (Madre de Dios, Perú)","1996","Journal of Ethnopharmacology","52","1","","45","51","0","59","10.1016/0378-8741(96)01390-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029920968&doi=10.1016%2F0378-8741%2896%2901390-6&partnerID=40&md5=c0b69c4114a63d9851d2bdb83de5f645","Article","Final","","Scopus","2-s2.0-0029920968"
"Lange-Ionescu, S.; Pilz, B.; Geier, J.; Frosch, P.J.","Lange-Ionescu, Sabine (6508104399); Pilz, Beate (6701714225); Geier, Johannes (7004571596); Frosch, Peter J. (7102520777)","6508104399; 6701714225; 7004571596; 7102520777","Contact allergy in patients with stasis dermatitis or leg ulcers. Results of the Informational Network of the Departments of Dermatology and the German Contact Allergy Group; KONTAKALLERGIEN BEI PATIENTEN MIT STAUUNGSDERMATITIS ODER EKZEM DER BEINE. ERGEBNISSE DES INFORMATIONSVERBUNDS DERMATOLOGISCHER KLINIKEN UND DER DEUTSCHEN KONTAKTALLERGIEGRUPPE","1996","Dermatosen in Beruf und Umwelt. Occupation and environment","44","1","","14","22","0","32","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029873392&partnerID=40&md5=7b072607136fb66b4ffbac79f29a87ab","Article","Final","","Scopus","2-s2.0-0029873392"
"Desmarchelier, C.; Mongelli, E.; Coussio, J.; Giulietti, A.M.; Ciccia, G.","Desmarchelier, Cristian J. (8443366600); Mongelli, Elena R. (8448441200); Coussio, Jörge Daniel (7004143928); Giulietti, Ana María (57202239704); Ciccia, Graciela N. (8448441100)","8443366600; 8448441200; 7004143928; 57202239704; 8448441100","Ethnobotany and bioactivity of medicinal plants used by an indigenus Takana group of the Peruvian Amazonia; ETNOBOTANICA Y BIOACTIVIDAD DE PLANTAS MEDICINALES UTILIZADAS POR UN GROUP INDIGENA TAKANA DE LA AMAZONIA PERUANA","1995","Latin American Journal of Pharmacy","14","3","","195","208","0","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029553652&partnerID=40&md5=48b6fc038091f0e9466b9829ecfbac96","Article","Final","","Scopus","2-s2.0-0029553652"
"Ochoa-Torres, C.","Ochoa-Torres, C. (6507919212)","6507919212","From the Aboriginal psychological medecine to the Peruvian modern psychiatry; DE LA MEDECINE PSYCHOLOGIQUE ABORIGENE A LA PSYCHIATRIE MODERNE AU PEROU","1995","Annales Medico-Psychologiques","153","8","","562","565","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029385041&partnerID=40&md5=ffa92a07f70c8c81e9ef3c503a47b6fd","Conference paper","Final","","Scopus","2-s2.0-0029385041"
"Velasco-Negueruela, A.; Pérez-Alonso, M.J.; Esenarro Abarca, G.","Velasco-Negueruela, Arturo (7003271281); Pérez-Alonso, María José (7004114264); Esenarro Abarca, G. (6504352310)","7003271281; 7004114264; 6504352310","Medicinal plants from Pampallakta: An andean community in Cuzco (Peru)","1995","Fitoterapia","66","5","","447","461","0","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028785157&partnerID=40&md5=b8147d49061c70c1f2f441b7bcdfffb7","Article","Final","","Scopus","2-s2.0-0028785157"
"Klinar, B.S.; Castillo, R.P.; Chang, C.A.; Schmeda-Hirschmann, G.; Reyes, S.; Theoduloz, C.; Razmilic, I.","Klinar, B. S. (57191000756); Castillo, R. P. (7202163519); Chang, C. A. (16169514900); Schmeda-Hirschmann, Guillermo (7007043146); Reyes, Sergio (7005577598); Theoduloz, Cristina (6602872252); Razmilic, Iván (6603151260)","57191000756; 7202163519; 16169514900; 7007043146; 7005577598; 6602872252; 6603151260","Biological activity of medicinal plants of Ica (Peru)","1995","Fitoterapia","66","4","","341","345","0","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029153631&partnerID=40&md5=ee0a215939e909b9a16eb3001c5ce96e","Article","Final","","Scopus","2-s2.0-0029153631"
"Mennet-von Eiff, M.; Meier, B.","Mennet-von Eiff, Mónica (6507886246); Meier, Beat (15738925200)","6507886246; 15738925200","Phytotherapy in dermatology. Part II; PHYTOTHERAPIE IN DER DERMATOLOGIE. TEIL II","1995","Ars Medici","85","4","","255","259","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028904188&partnerID=40&md5=544a5c9c0c9004a02de7b07b5ff83cde","Conference paper","Final","","Scopus","2-s2.0-0028904188"
"Steinberg, P.N.","Steinberg, P. N. (7102612382)","7102612382","Cat's Claw: an herb from the Peruvian Amazon; Una de Gato: una hierba prodigiosa de la selva humeda Peruana.","1995","SIDAhora : un proyecto del Departamento de Publicaciones del PWA Coalition, NY","","","","35","36","0","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029279278&partnerID=40&md5=d24dc54e5275e23f793129f249543f76","Article","Final","","Scopus","2-s2.0-0029279278"
"Lampert, M.L.","Lampert, Markus L. (56250090300)","56250090300","Phytotherapy in dermatology. The 9th Swiss Meeting for Phytotherapy in Baden; 9. SCHWEIZERISCHE TAGUNG FUR PHYTOTHERAPIE, BADEN. PHYTOTHERAPIE IN DER DERMATOLOGIE","1995","Schweizer Apothekerzeitung","133","2","","42","43","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028893678&partnerID=40&md5=513fe002eaa1314ae05766d8d2af23fb","Conference paper","Final","","Scopus","2-s2.0-0028893678"
"Figueroa-Barrios, R.","Figueroa-Barrios, R. (6508134508)","6508134508","Chronic hepatitis; Hepatitis crónica.","1995","Revista de Gastroenterologia del Peru","15 Suppl 1","","","S77","88","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17744403489&partnerID=40&md5=559ff602c826de28ad921bf0ca17a332","Review","Final","","Scopus","2-s2.0-17744403489"
"Sorensen, A.; Schjellerup, I.","Sorensen, A. (35122141800); Schjellerup, Inge R. (6507234895)","35122141800; 6507234895","Ethnobotany of the Chachapoyas people: use of plants from the Peruvian montane forest and related areas","1995","","","","","579","599","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029513150&partnerID=40&md5=a602774d45538b61c71a471b10f43155","Article","Final","","Scopus","2-s2.0-0029513150"
"Mongelli, E.; Desmarchelier, C.; Coussio, J.; Ciccia, G.","Mongelli, Elena R. (8448441200); Desmarchelier, Cristian J. (8443366600); Coussio, Jörge Daniel (7004143928); Ciccia, Graciela N. (8448441100)","8448441200; 8443366600; 7004143928; 8448441100","Antimicrobial activity and interaction with DNA of medicinal plants from the Peruvian Amazon region; Actividad antimicrobiana e interacción con el ADN de plantas medicinales de la Amazonia peruana.","1995","Revista Argentina de Microbiologia","27","4","","199","203","0","33","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029381449&partnerID=40&md5=0ddbe6b9de7bca9462ee007774b4ab0a","Article","Final","","Scopus","2-s2.0-0029381449"
"Stover, K.A.","Stover, K. A. (6602157676)","6602157676","Rainforest holds many lessons for pharmacy.","1995","American Pharmacy","NS35","9","","13","","0","0","10.1016/s0160-3450(15)30067-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029372656&doi=10.1016%2Fs0160-3450%2815%2930067-2&partnerID=40&md5=d572117c06fd626911de1eda20adf131","Article","Final","","Scopus","2-s2.0-0029372656"
"Tomioka, M.; Calvo, F.; Siguas, A.; Sanchéz, L.; Nava, E.; García, U.; Valdivia, M.; Reátegui, E.","Tomioka, M. (7005390777); Calvo, F. (57198059843); Siguas, A. (6504201537); Sanchéz, L. (59883225400); Nava, E. (57206214314); García, U. (57206429215); Valdivia, M. (7005788549); Reátegui, E. (6601973298)","7005390777; 57198059843; 6504201537; 59883225400; 57206214314; 57206429215; 7005788549; 6601973298","Hepatic veno-occlusive disease associated with ingestion of Senecio tephrosioides; Enfermedad hepática veno-oclusiva asociada a la ingestión de huamanrripa (Senecio tephrosioides).","1995","Revista de Gastroenterologia del Peru","15","3","","299","302","0","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029365314&partnerID=40&md5=0476bf6ae3b00ee6bf5b4305ede9ec7b","Article","Final","","Scopus","2-s2.0-0029365314"
"Lavaud, C.; Massiot, G.; Vasquez, C.; Moretti, C.; Sauvain, M.; Balderrama, L.","Lavaud, Catherine (56219788400); Massiot, Georges S. (55600100900); Vasquez, Carmen (7006212833); Moretti, Christian (7006570872); Sauvain, Michel Henri (7003736902); Balderrama, Luisa (6506908568)","56219788400; 55600100900; 7006212833; 7006570872; 7003736902; 6506908568","4-Quinolinone alkaloids from Dictyoloma peruviana","1995","Phytochemistry","40","1","","317","320","0","22","10.1016/0031-9422(95)00265-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029360739&doi=10.1016%2F0031-9422%2895%2900265-9&partnerID=40&md5=155a839c41f4a8337297562daabda136","Article","Final","","Scopus","2-s2.0-0029360739"
"Peluso, G.; de Feo, V.; Simone, F.D.; Bresciano, E.; Vuotto, M.L.","Peluso, G. F. (35548562200); de Feo, Vincenzo D. (7003338710); Simone, Francesco De (24349652300); Bresciano, Elio (6602584921); Vuotto, Maria Luisa (6701529429)","35548562200; 7003338710; 24349652300; 6602584921; 6701529429","Studies on the inhibitory effects of caffeoylquinic acids on monocyte migration and superoxide ion production","1995","Journal of Natural Products","58","5","","639","646","0","104","10.1021/np50119a001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029069783&doi=10.1021%2Fnp50119a001&partnerID=40&md5=e385415b8a14bb5e61b7b40c02af8847","Article","Final","","Scopus","2-s2.0-0029069783"
"Leow, Y.-H.; Ng, S.; Wong, W.-K.; Goh, C.L.","Leow, Yung Hian (7003424408); Ng, See Ket (7403358588); Wong, Waikee (7403972761); Goh, Cheeleok Leok (7202891389)","7003424408; 7403358588; 7403972761; 7202891389","Contact allergic potential of topical traditional Chinese medicaments in Singapore","1995","American Journal of Contact Dermatitis","6","1","","4","8","0","16","10.1016/1046-199X(95)90060-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028930929&doi=10.1016%2F1046-199X%2895%2990060-8&partnerID=40&md5=9c2aee84724468cc7aa6728f8fe2f399","Article","Final","","Scopus","2-s2.0-0028930929"
"Hausen, B.M.; Simatupang, T.; Bruhn, G.; Evers, P.; Koenig, W.A.","Hausen, Bĵoern M. (7102636000); Simatupang, Tua (6602213823); Bruhn, Gabriele (16070812200); Evers, Petra (7005781744); Koenig, Wilfried A. (59027514600)","7102636000; 6602213823; 16070812200; 7005781744; 59027514600","Identification of new allergenic constituents and proof of evidence for coniferyl benzoate in Balsam of Peru","1995","American Journal of Contact Dermatitis","6","4","","199","208","0","101","10.1016/1046-199X(95)90043-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028834314&doi=10.1016%2F1046-199X%2895%2990043-8&partnerID=40&md5=b30c8d1071025f2dab9a57eb4a8e92b4","Article","Final","","Scopus","2-s2.0-0028834314"
"Kvist, L.P.; Andersen, M.K.; Hesselsøe, M.; Vanclay, J.K.","Kvist, Lars Peter (57213975173); Andersen, Martin K. (57198398170); Hesselsøe, Martin (6602093820); Vanclay, Jerome Klaas (7004551416)","57213975173; 57198398170; 6602093820; 7004551416","Estimating use-values and relative importance of Amazonian flood plain trees and forests to local inhabitants","1995","Commonwealth Forestry Review","74","4","","293","300","0","33","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000716555&partnerID=40&md5=2fc8471f17fbdcc9fe53e9a4ac2f4d91","Article","Final","","Scopus","2-s2.0-0000716555"
"Paravina, M.; Stanojević, M.; Spalević, L.; Jovanović, D.","Paravina, Mirjana (6508228302); Stanojević, Mirjana Lj (24723197600); Spalević, L. (59592119600); Jovanović, Dragan L. (59594692600)","6508228302; 24723197600; 59592119600; 59594692600","Allergic contact dermatitis as a consequence of additional occupations; Kontaktni alergijski dermatitis nastao u toku bavljenja dopunskim zanimanjem.","1994","Srpski Arhiv za Celokupno Lekarstvo","122 Suppl 1","","","122","123","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549085676&partnerID=40&md5=32c61e1d1d447029c759898af0fe526f","Article","Final","","Scopus","2-s2.0-41549085676"
